목표,밴드,R1,R2p,R3제외,실제Sharpe,실제MDD,실제CAGR,합성MDD,합성CAGR,c1_합성MDD>-60,c2_Sharpe>SOXX,c3_CAGR>현금,판정
0.5,0.1,0.7,-0.4,False,0.7,-53.4,24.3,-76.4,16.8,False,False,True,REJECT
0.5,0.1,0.7,-0.4,True,0.71,-53.4,24.5,-76.4,16.7,False,False,True,REJECT
0.5,0.1,0.7,-0.5,False,0.72,-52.7,25.4,-83.2,15.9,False,False,True,REJECT
0.5,0.1,0.7,-0.5,True,0.72,-56.6,25.5,-83.2,15.8,False,False,True,REJECT
0.5,0.1,0.85,-0.2,False,0.68,-49.5,22.3,-77.6,14.7,False,False,True,REJECT
0.5,0.1,0.85,-0.2,True,0.69,-49.5,22.8,-77.6,14.6,False,False,True,REJECT
0.5,0.1,0.85,-0.3,False,0.74,-47.3,25.3,-79.2,15.3,False,False,True,REJECT
0.5,0.1,0.85,-0.3,True,0.75,-47.3,25.7,-79.2,15.2,False,False,True,REJECT
0.5,0.1,0.85,-0.4,False,0.7,-53.4,24.3,-76.4,16.8,False,False,True,REJECT
0.5,0.1,0.85,-0.4,True,0.71,-53.4,24.5,-76.4,16.7,False,False,True,REJECT
0.5,0.1,0.85,-0.5,False,0.72,-52.7,25.4,-83.2,15.9,False,False,True,REJECT
0.5,0.1,0.85,-0.5,True,0.72,-56.6,25.5,-83.2,15.8,False,False,True,REJECT
0.5,0.1,1.0,-0.2,False,0.68,-49.5,22.3,-77.6,14.7,False,False,True,REJECT
0.5,0.1,1.0,-0.2,True,0.69,-49.5,22.8,-77.6,14.6,False,False,True,REJECT
0.5,0.1,1.0,-0.3,False,0.74,-47.3,25.3,-79.2,15.3,False,False,True,REJECT
0.5,0.1,1.0,-0.3,True,0.75,-47.3,25.7,-79.2,15.2,False,False,True,REJECT
0.5,0.1,1.0,-0.4,False,0.7,-53.4,24.3,-76.4,16.8,False,False,True,REJECT
0.5,0.1,1.0,-0.4,True,0.71,-53.4,24.5,-76.4,16.7,False,False,True,REJECT
0.5,0.1,1.0,-0.5,False,0.72,-52.7,25.4,-83.2,15.9,False,False,True,REJECT
0.5,0.1,1.0,-0.5,True,0.72,-56.6,25.5,-83.2,15.8,False,False,True,REJECT
0.5,0.15,0.6,-0.2,False,0.67,-53.4,22.2,-81.8,15.4,False,False,True,REJECT
0.5,0.15,0.6,-0.2,True,0.68,-54.4,22.9,-81.8,15.3,False,False,True,REJECT
0.5,0.15,0.6,-0.3,False,0.71,-56.8,24.7,-81.8,16.3,False,False,True,REJECT
0.5,0.15,0.6,-0.3,True,0.72,-56.8,25.1,-81.8,16.2,False,False,True,REJECT
0.5,0.15,0.6,-0.4,False,0.72,-58.3,24.8,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.6,-0.4,True,0.72,-51.0,25.5,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.6,-0.5,False,0.73,-55.1,25.8,-79.6,17.7,False,False,True,REJECT
0.5,0.15,0.6,-0.5,True,0.71,-54.3,25.3,-79.6,17.6,False,False,True,REJECT
0.5,0.15,0.7,-0.2,False,0.67,-53.4,22.2,-81.8,15.4,False,False,True,REJECT
0.5,0.15,0.7,-0.2,True,0.68,-54.4,22.9,-81.8,15.3,False,False,True,REJECT
0.5,0.15,0.7,-0.3,False,0.71,-56.8,24.7,-81.8,16.3,False,False,True,REJECT
0.5,0.15,0.7,-0.3,True,0.72,-56.8,25.1,-81.8,16.2,False,False,True,REJECT
0.5,0.15,0.7,-0.4,False,0.72,-58.3,24.8,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.7,-0.4,True,0.72,-51.0,25.5,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.7,-0.5,False,0.73,-55.1,25.8,-79.6,17.7,False,False,True,REJECT
0.5,0.15,0.7,-0.5,True,0.71,-54.3,25.3,-79.6,17.6,False,False,True,REJECT
0.5,0.15,0.85,-0.2,False,0.67,-53.4,22.2,-81.8,15.4,False,False,True,REJECT
0.5,0.15,0.85,-0.2,True,0.68,-54.4,22.9,-81.8,15.3,False,False,True,REJECT
0.5,0.15,0.85,-0.3,False,0.71,-56.8,24.7,-81.8,16.3,False,False,True,REJECT
0.5,0.15,0.85,-0.3,True,0.72,-56.8,25.1,-81.8,16.2,False,False,True,REJECT
0.5,0.15,0.85,-0.4,False,0.72,-58.3,24.8,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.85,-0.4,True,0.72,-51.0,25.5,-74.3,18.4,False,False,True,REJECT
0.5,0.15,0.85,-0.5,False,0.73,-55.1,25.8,-79.6,17.7,False,False,True,REJECT
0.5,0.15,0.85,-0.5,True,0.71,-54.3,25.3,-79.6,17.6,False,False,True,REJECT
0.5,0.15,1.0,-0.2,False,0.67,-53.4,22.2,-81.8,15.4,False,False,True,REJECT
0.5,0.15,1.0,-0.2,True,0.68,-54.4,22.9,-81.8,15.3,False,False,True,REJECT
0.5,0.15,1.0,-0.3,False,0.71,-56.8,24.7,-81.8,16.3,False,False,True,REJECT
0.5,0.15,1.0,-0.3,True,0.72,-56.8,25.1,-81.8,16.2,False,False,True,REJECT
0.5,0.15,1.0,-0.4,False,0.72,-58.3,24.8,-74.3,18.4,False,False,True,REJECT
0.5,0.15,1.0,-0.4,True,0.72,-51.0,25.5,-74.3,18.4,False,False,True,REJECT
0.5,0.15,1.0,-0.5,False,0.73,-55.1,25.8,-79.6,17.7,False,False,True,REJECT
0.5,0.15,1.0,-0.5,True,0.71,-54.3,25.3,-79.6,17.6,False,False,True,REJECT
0.5,0.2,0.6,-0.2,False,0.67,-56.2,23.3,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.6,-0.2,True,0.69,-55.0,23.9,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.6,-0.3,False,0.7,-55.0,24.4,-82.3,17.1,False,False,True,REJECT
0.5,0.2,0.6,-0.3,True,0.7,-55.0,24.6,-82.3,17.0,False,False,True,REJECT
0.5,0.2,0.6,-0.4,False,0.68,-58.4,24.0,-82.4,18.0,False,False,True,REJECT
0.5,0.2,0.6,-0.4,True,0.71,-55.0,25.3,-82.4,17.9,False,False,True,REJECT
0.5,0.2,0.6,-0.5,False,0.69,-58.4,24.8,-80.8,17.9,False,False,True,REJECT
0.5,0.2,0.6,-0.5,True,0.71,-55.0,25.4,-80.8,17.8,False,False,True,REJECT
0.5,0.2,0.7,-0.2,False,0.67,-56.2,23.3,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.7,-0.2,True,0.69,-55.0,23.9,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.7,-0.3,False,0.7,-55.0,24.4,-82.3,17.1,False,False,True,REJECT
0.5,0.2,0.7,-0.3,True,0.7,-55.0,24.6,-82.3,17.0,False,False,True,REJECT
0.5,0.2,0.7,-0.4,False,0.68,-58.4,24.0,-82.4,18.0,False,False,True,REJECT
0.5,0.2,0.7,-0.4,True,0.71,-55.0,25.3,-82.4,17.9,False,False,True,REJECT
0.5,0.2,0.7,-0.5,False,0.69,-58.4,24.8,-80.8,17.9,False,False,True,REJECT
0.5,0.2,0.7,-0.5,True,0.71,-55.0,25.4,-80.8,17.8,False,False,True,REJECT
0.5,0.2,0.85,-0.2,False,0.67,-56.2,23.3,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.85,-0.2,True,0.69,-55.0,23.9,-82.8,15.6,False,False,True,REJECT
0.5,0.2,0.85,-0.3,False,0.7,-55.0,24.4,-82.3,17.1,False,False,True,REJECT
0.5,0.2,0.85,-0.3,True,0.7,-55.0,24.6,-82.3,17.0,False,False,True,REJECT
0.5,0.2,0.85,-0.4,False,0.68,-58.4,24.0,-82.4,18.0,False,False,True,REJECT
0.5,0.2,0.85,-0.4,True,0.71,-55.0,25.3,-82.4,17.9,False,False,True,REJECT
0.5,0.2,0.85,-0.5,False,0.69,-58.4,24.8,-80.8,17.9,False,False,True,REJECT
0.5,0.2,0.85,-0.5,True,0.71,-55.0,25.4,-80.8,17.8,False,False,True,REJECT
0.5,0.2,1.0,-0.2,False,0.67,-56.2,23.3,-82.8,15.6,False,False,True,REJECT
0.5,0.2,1.0,-0.2,True,0.69,-55.0,23.9,-82.8,15.6,False,False,True,REJECT
0.5,0.2,1.0,-0.3,False,0.7,-55.0,24.4,-82.3,17.1,False,False,True,REJECT
0.5,0.2,1.0,-0.3,True,0.7,-55.0,24.6,-82.3,17.0,False,False,True,REJECT
0.5,0.2,1.0,-0.4,False,0.68,-58.4,24.0,-82.4,18.0,False,False,True,REJECT
0.5,0.2,1.0,-0.4,True,0.71,-55.0,25.3,-82.4,17.9,False,False,True,REJECT
0.5,0.2,1.0,-0.5,False,0.69,-58.4,24.8,-80.8,17.9,False,False,True,REJECT
0.5,0.2,1.0,-0.5,True,0.71,-55.0,25.4,-80.8,17.8,False,False,True,REJECT
0.5,0.25,0.6,-0.2,False,0.69,-52.1,23.4,-86.0,14.4,False,False,True,REJECT
0.5,0.25,0.6,-0.2,True,0.73,-49.1,26.0,-86.0,14.2,False,False,True,REJECT
0.5,0.25,0.6,-0.3,False,0.71,-50.5,25.7,-85.7,14.7,False,False,True,REJECT
0.5,0.25,0.6,-0.3,True,0.73,-49.1,26.1,-85.7,14.6,False,False,True,REJECT
0.5,0.25,0.6,-0.4,False,0.7,-55.0,25.3,-85.4,14.8,False,False,True,REJECT
0.5,0.25,0.6,-0.4,True,0.72,-49.9,26.2,-85.4,14.7,False,False,True,REJECT
0.5,0.25,0.6,-0.5,False,0.71,-55.0,26.0,-74.0,18.1,False,False,True,REJECT
0.5,0.25,0.6,-0.5,True,0.72,-49.9,26.2,-74.0,18.0,False,False,True,REJECT
0.5,0.25,0.7,-0.2,False,0.69,-52.1,23.4,-86.0,14.4,False,False,True,REJECT
0.5,0.25,0.7,-0.2,True,0.73,-49.1,26.0,-86.0,14.2,False,False,True,REJECT
0.5,0.25,0.7,-0.3,False,0.71,-50.5,25.7,-85.7,14.7,False,False,True,REJECT
0.5,0.25,0.7,-0.3,True,0.73,-49.1,26.1,-85.7,14.6,False,False,True,REJECT
0.5,0.25,0.7,-0.4,False,0.7,-55.0,25.3,-85.4,14.8,False,False,True,REJECT
0.5,0.25,0.7,-0.4,True,0.72,-49.9,26.2,-85.4,14.7,False,False,True,REJECT
0.5,0.25,0.7,-0.5,False,0.71,-55.0,26.0,-74.0,18.1,False,False,True,REJECT
0.5,0.25,0.7,-0.5,True,0.72,-49.9,26.2,-74.0,18.0,False,False,True,REJECT
0.5,0.25,0.85,-0.2,False,0.69,-52.1,23.4,-86.0,14.4,False,False,True,REJECT
0.5,0.25,0.85,-0.2,True,0.73,-49.1,26.0,-86.0,14.2,False,False,True,REJECT
0.5,0.25,0.85,-0.3,False,0.71,-50.5,25.7,-85.7,14.7,False,False,True,REJECT
0.5,0.25,0.85,-0.3,True,0.73,-49.1,26.1,-85.7,14.6,False,False,True,REJECT
0.5,0.25,0.85,-0.4,False,0.7,-55.0,25.3,-85.4,14.8,False,False,True,REJECT
0.5,0.25,0.85,-0.4,True,0.72,-49.9,26.2,-85.4,14.7,False,False,True,REJECT
0.5,0.25,0.85,-0.5,False,0.71,-55.0,26.0,-74.0,18.1,False,False,True,REJECT
0.5,0.25,0.85,-0.5,True,0.72,-49.9,26.2,-74.0,18.0,False,False,True,REJECT
0.5,0.25,1.0,-0.2,False,0.69,-52.1,23.4,-86.0,14.4,False,False,True,REJECT
0.5,0.25,1.0,-0.2,True,0.73,-49.1,26.0,-86.0,14.2,False,False,True,REJECT
0.5,0.25,1.0,-0.3,False,0.71,-50.5,25.7,-85.7,14.7,False,False,True,REJECT
0.5,0.25,1.0,-0.3,True,0.73,-49.1,26.1,-85.7,14.6,False,False,True,REJECT
0.5,0.25,1.0,-0.4,False,0.7,-55.0,25.3,-85.4,14.8,False,False,True,REJECT
0.5,0.25,1.0,-0.4,True,0.72,-49.9,26.2,-85.4,14.7,False,False,True,REJECT
0.5,0.25,1.0,-0.5,False,0.71,-55.0,26.0,-74.0,18.1,False,False,True,REJECT
0.5,0.25,1.0,-0.5,True,0.72,-49.9,26.2,-74.0,18.0,False,False,True,REJECT
0.6,0.05,0.6,-0.2,False,0.7,-56.8,25.6,-85.3,16.4,False,False,True,REJECT
0.6,0.05,0.6,-0.2,True,0.71,-56.8,26.2,-85.3,16.3,False,False,True,REJECT
0.6,0.05,0.6,-0.3,False,0.72,-58.3,27.5,-87.8,17.0,False,False,True,REJECT
0.6,0.05,0.6,-0.3,True,0.73,-58.3,27.9,-87.8,16.9,False,False,True,REJECT
0.6,0.05,0.6,-0.4,False,0.72,-62.5,28.2,-88.3,17.3,False,False,True,REJECT
0.6,0.05,0.6,-0.4,True,0.72,-62.5,28.2,-88.3,17.2,False,False,True,REJECT
0.6,0.05,0.6,-0.5,False,0.73,-63.3,29.0,-88.6,17.9,False,False,True,REJECT
0.6,0.05,0.6,-0.5,True,0.73,-63.3,29.1,-88.6,17.8,False,False,True,REJECT
0.6,0.05,0.7,-0.2,False,0.72,-58.3,26.4,-86.5,16.2,False,False,True,REJECT
0.6,0.05,0.7,-0.2,True,0.73,-58.3,27.0,-86.5,16.0,False,False,True,REJECT
0.6,0.05,0.7,-0.3,False,0.72,-58.3,27.6,-89.2,16.1,False,False,True,REJECT
0.6,0.05,0.7,-0.3,True,0.73,-58.3,28.0,-89.2,16.0,False,False,True,REJECT
0.6,0.05,0.7,-0.4,False,0.72,-63.0,28.3,-89.2,17.0,False,False,True,REJECT
0.6,0.05,0.7,-0.4,True,0.73,-63.0,28.4,-89.2,16.9,False,False,True,REJECT
0.6,0.05,0.7,-0.5,False,0.73,-64.9,28.9,-89.3,17.7,False,False,True,REJECT
0.6,0.05,0.7,-0.5,True,0.73,-64.9,29.2,-89.3,17.6,False,False,True,REJECT
0.6,0.05,0.85,-0.2,False,0.72,-58.3,26.4,-86.5,16.2,False,False,True,REJECT
0.6,0.05,0.85,-0.2,True,0.73,-58.3,27.0,-86.5,16.0,False,False,True,REJECT
0.6,0.05,0.85,-0.3,False,0.72,-58.3,27.6,-89.2,16.1,False,False,True,REJECT
0.6,0.05,0.85,-0.3,True,0.73,-58.3,28.0,-89.2,16.0,False,False,True,REJECT
0.6,0.05,0.85,-0.4,False,0.72,-63.0,28.3,-89.2,17.0,False,False,True,REJECT
0.6,0.05,0.85,-0.4,True,0.73,-63.0,28.4,-89.2,16.9,False,False,True,REJECT
0.6,0.05,0.85,-0.5,False,0.73,-64.9,28.9,-89.3,17.7,False,False,True,REJECT
0.6,0.05,0.85,-0.5,True,0.73,-64.9,29.2,-89.3,17.6,False,False,True,REJECT
0.6,0.05,1.0,-0.2,False,0.72,-58.3,26.4,-86.5,16.2,False,False,True,REJECT
0.6,0.05,1.0,-0.2,True,0.73,-58.3,27.0,-86.5,16.0,False,False,True,REJECT
0.6,0.05,1.0,-0.3,False,0.72,-58.3,27.6,-89.2,16.1,False,False,True,REJECT
0.6,0.05,1.0,-0.3,True,0.73,-58.3,28.0,-89.2,16.0,False,False,True,REJECT
0.6,0.05,1.0,-0.4,False,0.72,-63.0,28.3,-89.2,17.0,False,False,True,REJECT
0.6,0.05,1.0,-0.4,True,0.73,-63.0,28.4,-89.2,16.9,False,False,True,REJECT
0.6,0.05,1.0,-0.5,False,0.73,-64.9,28.9,-89.3,17.7,False,False,True,REJECT
0.6,0.05,1.0,-0.5,True,0.73,-64.9,29.2,-89.3,17.6,False,False,True,REJECT
0.6,0.1,0.6,-0.2,False,0.71,-58.2,26.7,-88.0,16.0,False,False,True,REJECT
0.6,0.1,0.6,-0.2,True,0.72,-58.2,27.2,-88.0,15.9,False,False,True,REJECT
0.6,0.1,0.6,-0.3,False,0.71,-58.3,26.8,-87.3,16.7,False,False,True,REJECT
0.6,0.1,0.6,-0.3,True,0.71,-58.3,27.3,-87.3,16.6,False,False,True,REJECT
0.6,0.1,0.6,-0.4,False,0.73,-62.7,28.1,-84.7,18.7,False,False,True,REJECT
0.6,0.1,0.6,-0.4,True,0.75,-62.7,29.4,-84.7,18.6,False,False,True,REJECT
0.6,0.1,0.6,-0.5,False,0.73,-64.4,29.0,-89.2,18.0,False,False,True,REJECT
0.6,0.1,0.6,-0.5,True,0.73,-64.4,29.1,-89.2,17.9,False,False,True,REJECT
0.6,0.1,0.7,-0.2,False,0.7,-58.2,26.0,-88.1,16.1,False,False,True,REJECT
0.6,0.1,0.7,-0.2,True,0.7,-58.2,26.5,-88.1,16.0,False,False,True,REJECT
0.6,0.1,0.7,-0.3,False,0.73,-58.3,28.3,-86.0,17.5,False,False,True,REJECT
0.6,0.1,0.7,-0.3,True,0.74,-58.3,28.6,-86.0,17.4,False,False,True,REJECT
0.6,0.1,0.7,-0.4,False,0.7,-64.6,27.0,-85.2,18.7,False,False,True,REJECT
0.6,0.1,0.7,-0.4,True,0.72,-62.4,28.0,-85.2,18.6,False,False,True,REJECT
0.6,0.1,0.7,-0.5,False,0.72,-64.0,28.3,-90.8,16.6,False,False,True,REJECT
0.6,0.1,0.7,-0.5,True,0.72,-64.0,28.5,-90.8,16.5,False,False,True,REJECT
0.6,0.1,0.85,-0.2,False,0.7,-58.2,26.0,-88.1,16.1,False,False,True,REJECT
0.6,0.1,0.85,-0.2,True,0.7,-58.2,26.5,-88.1,16.0,False,False,True,REJECT
0.6,0.1,0.85,-0.3,False,0.73,-58.3,28.3,-86.0,17.5,False,False,True,REJECT
0.6,0.1,0.85,-0.3,True,0.74,-58.3,28.6,-86.0,17.4,False,False,True,REJECT
0.6,0.1,0.85,-0.4,False,0.7,-64.6,27.0,-85.2,18.7,False,False,True,REJECT
0.6,0.1,0.85,-0.4,True,0.72,-62.4,28.0,-85.2,18.6,False,False,True,REJECT
0.6,0.1,0.85,-0.5,False,0.72,-64.0,28.3,-90.8,16.6,False,False,True,REJECT
0.6,0.1,0.85,-0.5,True,0.72,-64.0,28.5,-90.8,16.5,False,False,True,REJECT
0.6,0.1,1.0,-0.2,False,0.7,-58.2,26.0,-88.1,16.1,False,False,True,REJECT
0.6,0.1,1.0,-0.2,True,0.7,-58.2,26.5,-88.1,16.0,False,False,True,REJECT
0.6,0.1,1.0,-0.3,False,0.73,-58.3,28.3,-86.0,17.5,False,False,True,REJECT
0.6,0.1,1.0,-0.3,True,0.74,-58.3,28.6,-86.0,17.4,False,False,True,REJECT
0.6,0.1,1.0,-0.4,False,0.7,-64.6,27.0,-85.2,18.7,False,False,True,REJECT
0.6,0.1,1.0,-0.4,True,0.72,-62.4,28.0,-85.2,18.6,False,False,True,REJECT
0.6,0.1,1.0,-0.5,False,0.72,-64.0,28.3,-90.8,16.6,False,False,True,REJECT
0.6,0.1,1.0,-0.5,True,0.72,-64.0,28.5,-90.8,16.5,False,False,True,REJECT
0.6,0.15,0.6,-0.2,False,0.69,-60.8,25.9,-92.0,15.1,False,False,True,REJECT
0.6,0.15,0.6,-0.2,True,0.69,-63.3,26.5,-92.0,15.0,False,False,True,REJECT
0.6,0.15,0.6,-0.3,False,0.69,-63.3,26.4,-86.7,17.2,False,False,True,REJECT
0.6,0.15,0.6,-0.3,True,0.7,-63.3,26.9,-86.7,17.2,False,False,True,REJECT
0.6,0.15,0.6,-0.4,False,0.7,-64.3,27.4,-85.1,17.3,False,False,True,REJECT
0.6,0.15,0.6,-0.4,True,0.69,-64.3,26.6,-85.1,17.3,False,False,True,REJECT
0.6,0.15,0.6,-0.5,False,0.73,-64.3,29.6,-86.3,18.2,False,False,True,REJECT
0.6,0.15,0.6,-0.5,True,0.72,-64.3,28.8,-86.3,18.1,False,False,True,REJECT
0.6,0.15,0.7,-0.2,False,0.69,-60.8,26.2,-92.2,15.2,False,False,True,REJECT
0.6,0.15,0.7,-0.2,True,0.7,-63.3,26.7,-92.2,15.1,False,False,True,REJECT
0.6,0.15,0.7,-0.3,False,0.69,-67.2,26.6,-87.1,17.0,False,False,True,REJECT
0.6,0.15,0.7,-0.3,True,0.69,-63.6,26.3,-87.1,16.9,False,False,True,REJECT
0.6,0.15,0.7,-0.4,False,0.75,-63.3,30.1,-85.2,18.4,False,False,True,REJECT
0.6,0.15,0.7,-0.4,True,0.74,-63.3,29.3,-85.2,18.3,False,False,True,REJECT
0.6,0.15,0.7,-0.5,False,0.72,-64.3,28.9,-86.5,17.3,False,False,True,REJECT
0.6,0.15,0.7,-0.5,True,0.71,-64.3,28.2,-86.5,17.2,False,False,True,REJECT
0.6,0.15,0.85,-0.2,False,0.69,-60.8,26.2,-92.2,15.2,False,False,True,REJECT
0.6,0.15,0.85,-0.2,True,0.7,-63.3,26.7,-92.2,15.1,False,False,True,REJECT
0.6,0.15,0.85,-0.3,False,0.69,-67.2,26.6,-87.1,17.0,False,False,True,REJECT
0.6,0.15,0.85,-0.3,True,0.69,-63.6,26.3,-87.1,16.9,False,False,True,REJECT
0.6,0.15,0.85,-0.4,False,0.75,-63.3,30.1,-85.2,18.4,False,False,True,REJECT
0.6,0.15,0.85,-0.4,True,0.74,-63.3,29.3,-85.2,18.3,False,False,True,REJECT
0.6,0.15,0.85,-0.5,False,0.72,-64.3,28.9,-86.5,17.3,False,False,True,REJECT
0.6,0.15,0.85,-0.5,True,0.71,-64.3,28.2,-86.5,17.2,False,False,True,REJECT
0.6,0.15,1.0,-0.2,False,0.69,-60.8,26.2,-92.2,15.2,False,False,True,REJECT
0.6,0.15,1.0,-0.2,True,0.7,-63.3,26.7,-92.2,15.1,False,False,True,REJECT
0.6,0.15,1.0,-0.3,False,0.69,-67.2,26.6,-87.1,17.0,False,False,True,REJECT
0.6,0.15,1.0,-0.3,True,0.69,-63.6,26.3,-87.1,16.9,False,False,True,REJECT
0.6,0.15,1.0,-0.4,False,0.75,-63.3,30.1,-85.2,18.4,False,False,True,REJECT
0.6,0.15,1.0,-0.4,True,0.74,-63.3,29.3,-85.2,18.3,False,False,True,REJECT
0.6,0.15,1.0,-0.5,False,0.72,-64.3,28.9,-86.5,17.3,False,False,True,REJECT
0.6,0.15,1.0,-0.5,True,0.71,-64.3,28.2,-86.5,17.2,False,False,True,REJECT
0.6,0.2,0.6,-0.2,False,0.66,-67.1,24.8,-93.8,15.4,False,False,True,REJECT
0.6,0.2,0.6,-0.2,True,0.68,-67.9,25.8,-93.8,15.4,False,False,True,REJECT
0.6,0.2,0.6,-0.3,False,0.69,-67.1,26.6,-88.4,18.4,False,False,True,REJECT
0.6,0.2,0.6,-0.3,True,0.69,-67.9,26.8,-88.4,18.3,False,False,True,REJECT
0.6,0.2,0.6,-0.4,False,0.69,-70.1,27.2,-88.7,18.0,False,False,True,REJECT
0.6,0.2,0.6,-0.4,True,0.7,-67.9,27.6,-88.7,18.0,False,False,True,REJECT
0.6,0.2,0.6,-0.5,False,0.69,-70.1,27.0,-90.6,17.9,False,False,True,REJECT
0.6,0.2,0.6,-0.5,True,0.71,-67.9,27.6,-90.6,17.8,False,False,True,REJECT
0.6,0.2,0.7,-0.2,False,0.66,-67.1,24.9,-93.9,15.4,False,False,True,REJECT
0.6,0.2,0.7,-0.2,True,0.68,-67.9,25.8,-93.9,15.3,False,False,True,REJECT
0.6,0.2,0.7,-0.3,False,0.69,-67.9,26.9,-88.4,18.1,False,False,True,REJECT
0.6,0.2,0.7,-0.3,True,0.7,-67.9,27.2,-88.4,18.1,False,False,True,REJECT
0.6,0.2,0.7,-0.4,False,0.69,-70.1,27.2,-89.0,18.1,False,False,True,REJECT
0.6,0.2,0.7,-0.4,True,0.71,-67.9,27.7,-89.0,18.0,False,False,True,REJECT
0.6,0.2,0.7,-0.5,False,0.69,-70.1,27.1,-90.6,18.0,False,False,True,REJECT
0.6,0.2,0.7,-0.5,True,0.7,-67.9,27.6,-90.6,17.9,False,False,True,REJECT
0.6,0.2,0.85,-0.2,False,0.66,-67.1,24.9,-93.9,15.4,False,False,True,REJECT
0.6,0.2,0.85,-0.2,True,0.68,-67.9,25.8,-93.9,15.3,False,False,True,REJECT
0.6,0.2,0.85,-0.3,False,0.69,-67.9,26.9,-88.4,18.1,False,False,True,REJECT
0.6,0.2,0.85,-0.3,True,0.7,-67.9,27.2,-88.4,18.1,False,False,True,REJECT
0.6,0.2,0.85,-0.4,False,0.69,-70.1,27.2,-89.0,18.1,False,False,True,REJECT
0.6,0.2,0.85,-0.4,True,0.71,-67.9,27.7,-89.0,18.0,False,False,True,REJECT
0.6,0.2,0.85,-0.5,False,0.69,-70.1,27.1,-90.6,18.0,False,False,True,REJECT
0.6,0.2,0.85,-0.5,True,0.7,-67.9,27.6,-90.6,17.9,False,False,True,REJECT
0.6,0.2,1.0,-0.2,False,0.66,-67.1,24.9,-93.9,15.4,False,False,True,REJECT
0.6,0.2,1.0,-0.2,True,0.68,-67.9,25.8,-93.9,15.3,False,False,True,REJECT
0.6,0.2,1.0,-0.3,False,0.69,-67.9,26.9,-88.4,18.1,False,False,True,REJECT
0.6,0.2,1.0,-0.3,True,0.7,-67.9,27.2,-88.4,18.1,False,False,True,REJECT
0.6,0.2,1.0,-0.4,False,0.69,-70.1,27.2,-89.0,18.1,False,False,True,REJECT
0.6,0.2,1.0,-0.4,True,0.71,-67.9,27.7,-89.0,18.0,False,False,True,REJECT
0.6,0.2,1.0,-0.5,False,0.69,-70.1,27.1,-90.6,18.0,False,False,True,REJECT
0.6,0.2,1.0,-0.5,True,0.7,-67.9,27.6,-90.6,17.9,False,False,True,REJECT
0.6,0.25,0.6,-0.2,False,0.69,-65.2,26.5,-84.0,18.0,False,False,True,REJECT
0.6,0.25,0.6,-0.2,True,0.69,-67.9,27.2,-84.0,18.0,False,False,True,REJECT
0.6,0.25,0.6,-0.3,False,0.69,-67.9,26.7,-86.6,18.4,False,False,True,REJECT
0.6,0.25,0.6,-0.3,True,0.69,-67.9,27.2,-86.6,18.4,False,False,True,REJECT
0.6,0.25,0.6,-0.4,False,0.7,-69.6,27.6,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.6,-0.4,True,0.69,-67.9,27.2,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.6,-0.5,False,0.7,-69.6,27.6,-83.9,19.7,False,False,True,REJECT
0.6,0.25,0.6,-0.5,True,0.69,-67.9,27.2,-83.9,19.7,False,False,True,REJECT
0.6,0.25,0.7,-0.2,False,0.7,-65.3,26.7,-85.8,17.6,False,False,True,REJECT
0.6,0.25,0.7,-0.2,True,0.69,-67.9,27.2,-85.8,17.6,False,False,True,REJECT
0.6,0.25,0.7,-0.3,False,0.69,-67.9,26.9,-86.6,18.6,False,False,True,REJECT
0.6,0.25,0.7,-0.3,True,0.69,-67.9,27.2,-86.6,18.6,False,False,True,REJECT
0.6,0.25,0.7,-0.4,False,0.7,-69.6,27.6,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.7,-0.4,True,0.69,-67.9,27.2,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.7,-0.5,False,0.7,-69.6,27.6,-89.6,20.1,False,False,True,REJECT
0.6,0.25,0.7,-0.5,True,0.69,-67.9,27.2,-89.6,20.1,False,False,True,REJECT
0.6,0.25,0.85,-0.2,False,0.7,-65.3,26.7,-85.8,17.6,False,False,True,REJECT
0.6,0.25,0.85,-0.2,True,0.69,-67.9,27.2,-85.8,17.6,False,False,True,REJECT
0.6,0.25,0.85,-0.3,False,0.69,-67.9,26.9,-86.6,18.6,False,False,True,REJECT
0.6,0.25,0.85,-0.3,True,0.69,-67.9,27.2,-86.6,18.6,False,False,True,REJECT
0.6,0.25,0.85,-0.4,False,0.7,-69.6,27.6,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.85,-0.4,True,0.69,-67.9,27.2,-86.2,17.5,False,False,True,REJECT
0.6,0.25,0.85,-0.5,False,0.7,-69.6,27.6,-89.6,20.1,False,False,True,REJECT
